Time - Force	Amplitude - Force
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,2
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,2
1,8	-0,3
1,8	-0,2
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,2
1,8	-0,3
1,8	-0,2
1,8	-0,3
1,8	-0,3
1,8	-0,2
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,3
1,8	-0,2
1,8	-0,3
1,8	-0,2
1,8	-0,3
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,3
1,8	-0,2
1,8	-0,3
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,3
1,8	-0,2
1,8	-0,2
1,8	-0,3
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,8	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
1,9	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,1
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,1
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,2
2,1	-0,1
2,1	-0,1
2,1	-0,1
2,1	-0,2
2,2	-0,1
2,2	-0,2
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,2
2,2	-0,1
2,2	-0,1
2,2	-0,2
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,2
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,2
2,2	-0,2
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,2
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,2
2,2	-0,1
2,2	-0,2
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,2
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,2
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,2
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,2
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,2	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,2
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,3	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,4	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,5	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,6	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,7	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
